Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
65162,Low,Own,Urban,33,Single-family home,3,3,37,Full-time
65856,Low,Own,Urban,8,Single-family home,2,2,58,Full-time
70144,Medium,Own,Urban,38,Single-family home,0,5,66,Part-time
65486,Low,Own,Urban,47,Apartment,1,5,37,Part-time
7828927,High,Rent,Urban,43,Single-family home,4,7,39,Full-time
71504,Medium,Own,Urban,25,Apartment,2,7,45,Full-time
72102,Medium,Rent,Urban,4,Apartment,5,1,57,Part-time
72658,Medium,Own,Urban,23,Single-family home,5,3,66,Self-employed
3102009,High,Rent,Urban,30,Townhouse,1,6,24,Part-time
5654580,High,Own,Urban,23,Apartment,4,4,18,Full-time
813740,High,Own,Urban,20,Apartment,4,6,49,Part-time
3175241,High,Own,Urban,21,Apartment,4,3,30,Part-time
2567702,High,Own,Rural,37,Single-family home,3,5,47,Full-time
71994,Medium,Rent,Suburban,21,Single-family home,0,4,40,Part-time
68160,Low,Own,Rural,20,Townhouse,5,7,68,Full-time
72840,Medium,Own,Urban,29,Single-family home,4,4,36,Full-time
64900,Low,Own,Urban,48,Apartment,3,1,49,Part-time
69452,Low,Rent,Urban,46,Single-family home,4,6,47,Part-time
8029218,High,Rent,Suburban,9,Townhouse,4,2,46,Self-employed
65216,Low,Rent,Urban,2,Single-family home,3,2,66,Full-time
66912,Low,Rent,Urban,38,Single-family home,0,1,62,Part-time
725321,High,Rent,Urban,28,Apartment,1,7,46,Full-time
135357,Medium,Rent,Urban,24,Townhouse,5,5,47,Part-time
34068,Low,Own,Urban,1,Apartment,2,5,33,Full-time
67680,Low,Own,Urban,12,Townhouse,4,2,57,Full-time
71718,Medium,Own,Urban,26,Apartment,0,3,36,Full-time
71802,Medium,Own,Rural,28,Apartment,5,1,35,Part-time
198355,High,Own,Suburban,13,Apartment,2,3,18,Part-time
505352,High,Own,Urban,3,Townhouse,4,1,31,Part-time
69984,Low,Own,Urban,7,Apartment,2,1,68,Full-time
3166900,High,Own,Urban,4,Single-family home,3,2,64,Full-time
74242,Medium,Own,Urban,43,Single-family home,5,2,67,Full-time
547970,High,Rent,Urban,26,Single-family home,0,6,19,Part-time
68070,Low,Own,Urban,23,Single-family home,0,3,45,Full-time
564905,High,Rent,Suburban,43,Single-family home,5,5,66,Full-time
75448,Medium,Own,Urban,42,Townhouse,1,4,67,Full-time
69228,Low,Own,Urban,33,Single-family home,1,6,47,Part-time
74278,Medium,Own,Urban,27,Single-family home,2,3,55,Part-time
67902,Low,Own,Urban,23,Apartment,3,7,68,Part-time
65368,Low,Own,Suburban,4,Apartment,2,1,21,Full-time
73636,Medium,Own,Urban,12,Single-family home,4,4,18,Part-time
73050,Medium,Own,Urban,17,Single-family home,0,4,25,Part-time
75238,Medium,Rent,Urban,16,Apartment,2,6,46,Full-time
69408,Low,Rent,Urban,29,Single-family home,2,4,56,Full-time
68672,Low,Rent,Urban,37,Townhouse,5,6,20,Full-time
71714,Medium,Own,Urban,18,Single-family home,0,4,49,Part-time
75136,Medium,Own,Urban,21,Single-family home,0,6,27,Full-time
762592,High,Own,Urban,48,Townhouse,1,6,27,Full-time
41539,Low,Own,Suburban,48,Single-family home,1,4,36,Full-time
142943,Medium,Rent,Urban,17,Apartment,0,3,63,Full-time
69492,Low,Own,Urban,25,Single-family home,2,2,51,Full-time
631450,High,Own,Rural,14,Townhouse,4,2,50,Self-employed
960948,High,Rent,Urban,27,Apartment,2,7,40,Full-time
69950,Low,Rent,Rural,29,Townhouse,4,1,45,Full-time
193244,High,Rent,Urban,27,Apartment,0,5,49,Part-time
74842,Medium,Own,Suburban,19,Townhouse,5,7,67,Self-employed
282796,High,Rent,Urban,3,Apartment,4,3,24,Self-employed
294749,High,Own,Suburban,3,Single-family home,1,4,46,Full-time
68424,Low,Rent,Urban,36,Townhouse,5,2,25,Full-time
42158,Low,Rent,Urban,14,Apartment,0,1,18,Part-time
74530,Medium,Own,Urban,33,Single-family home,3,4,20,Full-time
384573,High,Own,Rural,10,Single-family home,4,1,41,Part-time
68686,Low,Own,Urban,22,Apartment,4,4,40,Full-time
7602365,High,Rent,Rural,34,Single-family home,5,6,25,Part-time
74968,Medium,Rent,Urban,42,Single-family home,3,4,64,Self-employed
8381836,High,Own,Urban,34,Townhouse,3,2,54,Full-time
67298,Low,Rent,Urban,10,Apartment,0,2,20,Part-time
1064823,High,Own,Urban,1,Townhouse,5,4,68,Full-time
65058,Low,Own,Suburban,14,Single-family home,2,2,50,Full-time
53084,Low,Rent,Urban,39,Single-family home,3,7,45,Part-time
74872,Medium,Own,Rural,27,Single-family home,4,3,64,Self-employed
67532,Low,Rent,Urban,30,Single-family home,3,4,25,Self-employed
72636,Medium,Own,Urban,31,Townhouse,0,2,51,Part-time
1642470,High,Rent,Suburban,33,Apartment,0,1,52,Full-time
72370,Medium,Own,Urban,49,Apartment,4,1,49,Full-time
70876,Medium,Own,Urban,21,Townhouse,4,1,41,Part-time
811782,High,Rent,Urban,28,Single-family home,4,5,31,Full-time
72352,Medium,Rent,Urban,7,Single-family home,2,1,49,Part-time
65558,Low,Rent,Rural,21,Single-family home,4,6,63,Part-time
66504,Low,Own,Rural,11,Apartment,5,1,60,Part-time
1068169,High,Rent,Suburban,22,Single-family home,0,3,33,Full-time
74198,Medium,Rent,Suburban,37,Townhouse,0,3,21,Part-time
67838,Low,Own,Urban,1,Apartment,3,5,69,Part-time
75450,Medium,Own,Urban,11,Apartment,4,3,54,Full-time
262215,High,Rent,Suburban,20,Apartment,2,2,38,Full-time
32517,Low,Own,Urban,11,Single-family home,5,1,31,Part-time
72022,Medium,Rent,Urban,44,Apartment,1,2,48,Self-employed
6319757,High,Own,Suburban,30,Apartment,3,7,65,Full-time
69932,Low,Own,Urban,8,Townhouse,5,5,35,Full-time
67460,Low,Own,Urban,14,Single-family home,2,2,24,Full-time
46570,Low,Rent,Suburban,31,Apartment,4,6,27,Self-employed
3015947,High,Rent,Urban,42,Single-family home,2,2,24,Part-time
118028,Medium,Rent,Suburban,8,Single-family home,1,2,50,Part-time
65844,Low,Own,Urban,23,Single-family home,5,6,40,Full-time
70136,Medium,Own,Urban,7,Single-family home,2,3,38,Full-time
75326,Medium,Rent,Urban,27,Apartment,1,1,36,Part-time
33920,Low,Own,Suburban,17,Single-family home,1,6,65,Self-employed
74010,Medium,Own,Urban,42,Single-family home,5,2,36,Full-time
72228,Medium,Own,Urban,36,Townhouse,1,7,53,Self-employed
71710,Medium,Rent,Urban,35,Townhouse,5,4,46,Full-time
6407771,High,Rent,Urban,36,Apartment,2,1,35,Full-time
4432778,High,Rent,Urban,31,Apartment,4,1,19,Self-employed
73178,Medium,Own,Urban,20,Single-family home,0,4,18,Part-time
73258,Medium,Own,Urban,38,Apartment,0,5,64,Self-employed
170677,High,Own,Urban,48,Single-family home,2,5,22,Self-employed
72158,Medium,Own,Urban,28,Single-family home,4,1,37,Part-time
66794,Low,Own,Urban,17,Single-family home,0,3,28,Full-time
74856,Medium,Own,Urban,22,Apartment,1,6,59,Part-time
67244,Low,Own,Urban,32,Apartment,2,5,19,Part-time
155804,High,Own,Urban,47,Townhouse,2,5,20,Part-time
92353,Medium,Own,Rural,8,Apartment,3,2,40,Part-time
69082,Low,Rent,Urban,43,Townhouse,3,2,29,Self-employed
72872,Medium,Own,Urban,50,Apartment,3,5,37,Self-employed
75464,Medium,Own,Urban,42,Single-family home,5,3,22,Part-time
73874,Medium,Rent,Suburban,37,Apartment,4,2,54,Part-time
71744,Medium,Own,Rural,3,Single-family home,2,6,55,Part-time
564817,High,Own,Urban,15,Apartment,3,3,47,Full-time
1628373,High,Own,Suburban,2,Apartment,2,6,26,Self-employed
402617,High,Rent,Urban,7,Single-family home,1,6,51,Part-time
72330,Medium,Own,Urban,15,Apartment,3,1,70,Self-employed
179977,High,Own,Urban,1,Apartment,2,6,61,Part-time
65782,Low,Own,Urban,44,Townhouse,4,6,52,Part-time
74370,Medium,Own,Urban,18,Apartment,5,3,69,Part-time
38941,Low,Rent,Urban,23,Townhouse,4,2,39,Part-time
73958,Medium,Own,Urban,15,Apartment,4,7,61,Full-time
75002,Medium,Own,Suburban,50,Single-family home,3,7,41,Full-time
32132,Low,Rent,Urban,39,Apartment,4,7,34,Full-time
74488,Medium,Rent,Urban,1,Single-family home,5,6,27,Full-time
70480,Medium,Own,Urban,31,Apartment,0,4,47,Full-time
69600,Low,Own,Urban,0,Townhouse,5,3,63,Full-time
74750,Medium,Rent,Urban,48,Single-family home,1,5,40,Self-employed
72474,Medium,Rent,Urban,17,Townhouse,5,6,49,Self-employed
31398,Low,Rent,Urban,38,Single-family home,2,6,34,Part-time
7127375,High,Own,Urban,31,Townhouse,0,7,67,Full-time
1626427,High,Own,Suburban,8,Townhouse,3,3,68,Full-time
69730,Low,Own,Urban,2,Single-family home,2,3,34,Part-time
65672,Low,Own,Urban,23,Single-family home,5,3,31,Full-time
74966,Medium,Rent,Urban,10,Apartment,2,5,26,Full-time
75242,Medium,Own,Rural,27,Single-family home,4,6,57,Full-time
67452,Low,Own,Urban,15,Apartment,2,3,19,Full-time
70396,Medium,Own,Urban,28,Apartment,2,4,62,Full-time
2881041,High,Rent,Urban,40,Townhouse,5,5,42,Full-time
65834,Low,Own,Urban,11,Townhouse,1,4,56,Self-employed
66506,Low,Own,Urban,45,Apartment,5,7,26,Part-time
3393138,High,Rent,Urban,3,Townhouse,3,4,39,Full-time
211749,High,Own,Urban,25,Townhouse,0,4,60,Full-time
188102,High,Rent,Urban,3,Townhouse,4,5,63,Part-time
70476,Medium,Own,Urban,10,Apartment,1,2,21,Full-time
72224,Medium,Rent,Suburban,1,Townhouse,0,5,43,Part-time
72192,Medium,Rent,Urban,30,Single-family home,0,3,46,Full-time
66054,Low,Own,Suburban,49,Single-family home,1,6,62,Full-time
5348079,High,Own,Urban,2,Apartment,4,4,51,Full-time
62048,Low,Own,Urban,24,Single-family home,3,3,40,Full-time
6894937,High,Own,Urban,33,Single-family home,1,4,54,Self-employed
73878,Medium,Rent,Urban,0,Townhouse,1,4,28,Part-time
31401,Low,Rent,Urban,4,Apartment,1,6,23,Self-employed
492382,High,Rent,Suburban,38,Apartment,4,3,35,Part-time
73590,Medium,Own,Urban,30,Apartment,1,1,38,Part-time
3406597,High,Rent,Suburban,35,Apartment,1,4,59,Full-time
71454,Medium,Own,Urban,2,Apartment,2,6,53,Part-time
73026,Medium,Rent,Urban,37,Townhouse,2,1,58,Self-employed
2276640,High,Own,Suburban,11,Apartment,2,5,55,Full-time
74606,Medium,Own,Urban,15,Single-family home,2,4,51,Full-time
72788,Medium,Rent,Urban,7,Apartment,1,7,34,Full-time
70832,Medium,Own,Urban,10,Single-family home,2,4,54,Self-employed
224882,High,Rent,Urban,44,Apartment,0,6,42,Part-time
68866,Low,Rent,Suburban,13,Single-family home,3,5,55,Self-employed
8567482,High,Own,Urban,26,Apartment,2,3,29,Full-time
66162,Low,Own,Urban,17,Apartment,4,3,40,Self-employed
60248,Low,Own,Suburban,7,Single-family home,3,1,70,Full-time
66086,Low,Own,Suburban,32,Single-family home,5,5,59,Full-time
84927,Medium,Rent,Urban,3,Apartment,5,4,39,Full-time
228075,High,Own,Urban,48,Single-family home,0,1,38,Full-time
74118,Medium,Own,Urban,29,Apartment,3,3,44,Full-time
67882,Low,Own,Urban,19,Apartment,3,4,48,Full-time
227256,High,Rent,Urban,29,Apartment,0,6,23,Part-time
1435645,High,Own,Urban,26,Townhouse,5,3,44,Self-employed
321391,High,Rent,Urban,24,Townhouse,2,1,57,Part-time
67404,Low,Own,Urban,5,Single-family home,0,3,51,Full-time
377502,High,Own,Urban,4,Single-family home,4,6,29,Full-time
303226,High,Rent,Urban,13,Apartment,0,7,62,Full-time
71848,Medium,Rent,Urban,50,Single-family home,1,7,70,Part-time
114137,Medium,Own,Urban,13,Apartment,5,3,24,Part-time
89639,Medium,Rent,Urban,33,Apartment,1,7,27,Part-time
445385,High,Rent,Urban,40,Townhouse,5,7,62,Full-time
103888,Medium,Rent,Urban,24,Apartment,5,5,34,Full-time
68588,Low,Own,Urban,38,Single-family home,3,6,43,Part-time
207468,High,Own,Urban,17,Apartment,2,1,38,Part-time
728247,High,Rent,Suburban,19,Single-family home,2,7,45,Full-time
67380,Low,Rent,Suburban,42,Townhouse,5,4,63,Full-time
103104,Medium,Own,Urban,7,Townhouse,5,3,19,Self-employed
125045,Medium,Rent,Urban,25,Single-family home,1,3,60,Part-time
71956,Medium,Rent,Suburban,20,Townhouse,4,2,18,Part-time
635948,High,Rent,Suburban,26,Apartment,0,1,68,Full-time
71364,Medium,Rent,Rural,31,Apartment,5,1,70,Part-time
66808,Low,Own,Urban,41,Single-family home,5,4,53,Full-time
73748,Medium,Own,Rural,49,Townhouse,0,7,68,Full-time
362930,High,Rent,Urban,16,Single-family home,0,5,43,Full-time
66374,Low,Own,Urban,48,Apartment,4,4,46,Full-time
74746,Medium,Own,Urban,0,Apartment,4,6,38,Full-time
68830,Low,Rent,Urban,26,Townhouse,0,1,28,Full-time
5563982,High,Own,Urban,35,Apartment,5,3,57,Part-time
65790,Low,Own,Urban,10,Apartment,5,5,28,Full-time
73562,Medium,Own,Suburban,40,Apartment,0,5,53,Full-time
72952,Medium,Own,Urban,40,Single-family home,5,1,66,Part-time
1035856,High,Own,Rural,34,Townhouse,4,1,56,Part-time
70848,Medium,Own,Urban,37,Apartment,0,4,57,Self-employed
70544,Medium,Rent,Urban,37,Single-family home,4,2,52,Part-time
71460,Medium,Own,Urban,41,Townhouse,5,7,51,Full-time
69426,Low,Own,Urban,41,Apartment,5,1,64,Self-employed
67150,Low,Rent,Suburban,48,Single-family home,3,1,41,Full-time
68040,Low,Own,Urban,46,Single-family home,1,4,39,Part-time
495607,High,Own,Urban,35,Single-family home,1,1,22,Full-time
4020521,High,Rent,Suburban,9,Apartment,4,6,50,Part-time
66696,Low,Own,Urban,39,Single-family home,0,7,53,Self-employed
70916,Medium,Own,Urban,0,Single-family home,1,4,64,Part-time
391333,High,Rent,Urban,21,Apartment,5,6,37,Full-time
3833303,High,Rent,Urban,16,Townhouse,2,7,36,Self-employed
66866,Low,Own,Urban,11,Townhouse,0,1,52,Full-time
387090,High,Rent,Urban,43,Apartment,4,3,69,Full-time
68610,Low,Rent,Urban,12,Apartment,5,7,60,Self-employed
74108,Medium,Rent,Urban,24,Apartment,5,7,34,Part-time
2299716,High,Own,Suburban,25,Apartment,2,1,62,Part-time
7101110,High,Own,Suburban,45,Single-family home,4,2,60,Part-time
72824,Medium,Own,Urban,39,Apartment,0,5,51,Full-time
69124,Low,Own,Urban,45,Apartment,5,4,26,Full-time
70156,Medium,Own,Urban,38,Apartment,3,2,43,Full-time
3664186,High,Rent,Urban,48,Single-family home,5,6,19,Full-time
1800034,High,Rent,Urban,42,Apartment,3,4,70,Full-time
5529432,High,Rent,Suburban,32,Single-family home,3,2,26,Full-time
328727,High,Own,Suburban,7,Apartment,0,4,26,Part-time
240668,High,Rent,Urban,12,Apartment,0,6,57,Full-time
2973574,High,Rent,Urban,25,Townhouse,2,4,34,Full-time
74430,Medium,Own,Urban,16,Single-family home,5,6,18,Full-time
70388,Medium,Own,Suburban,23,Apartment,0,5,42,Full-time
6901054,High,Rent,Suburban,23,Single-family home,0,1,60,Full-time
271029,High,Own,Urban,11,Apartment,2,4,57,Part-time
65398,Low,Own,Urban,30,Apartment,2,4,59,Full-time
74426,Medium,Own,Urban,15,Townhouse,5,6,42,Full-time
428130,High,Own,Urban,41,Townhouse,4,7,56,Self-employed
70304,Medium,Own,Urban,15,Apartment,1,5,52,Full-time
68602,Low,Rent,Urban,29,Townhouse,5,6,20,Self-employed
72812,Medium,Own,Urban,27,Apartment,1,6,67,Self-employed
5993082,High,Own,Urban,2,Apartment,4,4,54,Part-time
68204,Low,Own,Urban,32,Single-family home,3,4,61,Part-time
66950,Low,Own,Urban,50,Apartment,5,3,61,Part-time
67164,Low,Own,Urban,23,Apartment,0,3,68,Self-employed
72852,Medium,Own,Urban,29,Single-family home,2,6,47,Part-time
68304,Low,Rent,Suburban,39,Townhouse,5,3,55,Full-time
75334,Medium,Own,Urban,47,Single-family home,2,5,51,Full-time
70114,Medium,Own,Urban,27,Apartment,3,6,29,Full-time
69518,Low,Own,Urban,46,Apartment,2,4,36,Full-time
68610,Low,Own,Urban,38,Apartment,3,5,54,Full-time
69168,Low,Own,Urban,1,Apartment,4,6,61,Part-time
68790,Low,Own,Urban,12,Single-family home,3,5,66,Part-time
69738,Low,Rent,Suburban,36,Apartment,1,2,34,Part-time
2162356,High,Rent,Urban,9,Apartment,5,1,27,Full-time
72760,Medium,Rent,Suburban,39,Single-family home,3,7,66,Full-time
128293,Medium,Own,Urban,12,Single-family home,5,2,64,Part-time
65864,Low,Own,Urban,18,Single-family home,4,6,29,Full-time
31137,Low,Rent,Urban,5,Apartment,3,6,33,Part-time
2492047,High,Own,Suburban,17,Apartment,4,6,41,Full-time
4493099,High,Rent,Rural,39,Single-family home,1,1,36,Part-time
71590,Medium,Own,Suburban,8,Apartment,0,2,25,Part-time
68538,Low,Own,Urban,16,Single-family home,4,7,48,Part-time
73146,Medium,Rent,Urban,3,Apartment,0,4,38,Full-time
34183,Low,Own,Urban,49,Single-family home,4,5,34,Self-employed
958760,High,Own,Urban,5,Single-family home,3,2,40,Full-time
72946,Medium,Rent,Urban,10,Townhouse,0,2,54,Full-time
208888,High,Rent,Urban,41,Single-family home,4,4,33,Part-time
66928,Low,Own,Urban,25,Single-family home,5,5,23,Full-time
368800,High,Own,Urban,10,Single-family home,4,1,25,Full-time
75280,Medium,Rent,Urban,7,Townhouse,0,2,42,Part-time
93226,Medium,Rent,Suburban,2,Townhouse,5,1,35,Full-time
67216,Low,Rent,Urban,1,Single-family home,4,3,42,Part-time
67828,Low,Own,Urban,17,Apartment,0,6,29,Part-time
9277180,High,Rent,Urban,1,Apartment,1,2,32,Full-time
74818,Medium,Own,Urban,25,Single-family home,2,5,43,Part-time
72488,Medium,Rent,Urban,11,Townhouse,1,3,58,Full-time
70476,Medium,Own,Suburban,36,Townhouse,0,3,62,Part-time
72588,Medium,Own,Urban,25,Apartment,3,2,43,Full-time
73966,Medium,Own,Urban,35,Single-family home,3,7,64,Part-time
66690,Low,Own,Urban,15,Single-family home,2,7,49,Part-time
69334,Low,Own,Urban,13,Single-family home,0,7,27,Self-employed
66628,Low,Own,Urban,1,Apartment,5,2,33,Full-time
4034133,High,Own,Urban,20,Apartment,4,6,24,Full-time
67552,Low,Rent,Urban,6,Single-family home,1,3,34,Full-time
99591,Medium,Own,Rural,10,Apartment,5,7,40,Full-time
70888,Medium,Own,Urban,43,Apartment,1,2,43,Full-time
5299752,High,Rent,Urban,28,Apartment,2,6,38,Self-employed
559056,High,Rent,Urban,36,Apartment,2,5,39,Full-time
1361441,High,Rent,Urban,47,Single-family home,2,5,24,Full-time
54820,Low,Rent,Urban,38,Single-family home,5,3,31,Part-time
3308026,High,Own,Suburban,27,Apartment,5,2,32,Full-time
65514,Low,Own,Suburban,39,Apartment,2,6,70,Full-time
40919,Low,Rent,Urban,3,Single-family home,5,6,24,Self-employed
2983733,High,Rent,Urban,3,Single-family home,2,3,26,Full-time
69156,Low,Own,Rural,26,Single-family home,5,5,68,Part-time
1178734,High,Own,Suburban,5,Apartment,2,2,65,Full-time
829468,High,Rent,Urban,33,Townhouse,4,6,25,Part-time
66646,Low,Rent,Urban,40,Townhouse,4,5,67,Full-time
72736,Medium,Rent,Suburban,39,Townhouse,1,6,40,Full-time
3157218,High,Rent,Urban,17,Apartment,1,2,46,Full-time
61976,Low,Own,Urban,43,Apartment,2,4,35,Full-time
68446,Low,Own,Urban,47,Townhouse,1,5,48,Self-employed
230858,High,Rent,Suburban,29,Townhouse,5,1,47,Full-time
66632,Low,Own,Urban,32,Apartment,2,6,69,Part-time
74568,Medium,Own,Urban,19,Single-family home,4,6,56,Self-employed
70958,Medium,Own,Urban,35,Apartment,3,2,52,Full-time
66954,Low,Own,Suburban,45,Single-family home,4,4,35,Self-employed
70196,Medium,Own,Urban,49,Single-family home,0,4,59,Part-time
40801,Low,Own,Suburban,4,Single-family home,4,4,56,Part-time
71648,Medium,Own,Suburban,34,Single-family home,0,5,34,Self-employed
74126,Medium,Rent,Urban,18,Townhouse,1,6,31,Full-time
74636,Medium,Rent,Urban,11,Apartment,4,1,48,Full-time
70392,Medium,Own,Urban,25,Single-family home,3,4,41,Full-time
72372,Medium,Own,Suburban,18,Single-family home,5,6,52,Self-employed
4541650,High,Own,Urban,10,Apartment,4,3,61,Full-time
75196,Medium,Rent,Urban,19,Single-family home,5,2,62,Self-employed
71214,Medium,Own,Urban,8,Townhouse,4,2,51,Full-time
66150,Low,Own,Urban,19,Single-family home,4,6,20,Part-time
70036,Medium,Own,Urban,26,Townhouse,5,7,54,Part-time
74980,Medium,Own,Urban,4,Apartment,5,1,60,Self-employed
70008,Medium,Rent,Urban,9,Single-family home,2,6,57,Full-time
65958,Low,Rent,Suburban,8,Apartment,4,1,43,Full-time
74710,Medium,Own,Urban,24,Single-family home,4,5,40,Self-employed
69020,Low,Own,Urban,12,Single-family home,3,3,61,Self-employed
69504,Low,Own,Suburban,31,Single-family home,5,7,56,Full-time
4428067,High,Own,Urban,7,Townhouse,5,2,32,Part-time
483534,High,Own,Urban,44,Townhouse,0,4,66,Full-time
71934,Medium,Own,Suburban,26,Single-family home,0,4,21,Part-time
87425,Medium,Own,Suburban,21,Single-family home,5,2,46,Part-time
70826,Medium,Rent,Urban,27,Single-family home,3,3,39,Part-time
2231107,High,Rent,Suburban,17,Townhouse,1,3,42,Full-time
74338,Medium,Own,Urban,22,Apartment,4,6,30,Full-time
69490,Low,Own,Urban,40,Townhouse,1,4,35,Part-time
75388,Medium,Rent,Suburban,30,Apartment,3,2,50,Part-time
70592,Medium,Own,Urban,40,Single-family home,1,4,33,Self-employed
69194,Low,Own,Urban,33,Single-family home,0,5,62,Full-time
371235,High,Own,Urban,6,Apartment,2,2,59,Full-time
67710,Low,Own,Urban,4,Single-family home,1,3,61,Full-time
73706,Medium,Own,Urban,20,Townhouse,2,4,19,Part-time
220663,High,Rent,Urban,5,Townhouse,1,1,52,Part-time
65228,Low,Own,Urban,44,Apartment,3,1,59,Part-time
55290,Low,Own,Urban,49,Single-family home,2,5,51,Full-time
65614,Low,Rent,Urban,34,Single-family home,1,1,47,Full-time
73092,Medium,Own,Urban,41,Apartment,3,5,30,Self-employed
74708,Medium,Own,Urban,22,Apartment,5,5,30,Self-employed
72898,Medium,Rent,Suburban,2,Apartment,0,3,35,Full-time
68054,Low,Own,Urban,32,Single-family home,4,3,49,Full-time
71948,Medium,Rent,Urban,37,Single-family home,3,2,49,Self-employed
591316,High,Rent,Urban,22,Townhouse,3,4,52,Full-time
67626,Low,Rent,Urban,15,Single-family home,0,7,56,Self-employed
67296,Low,Own,Urban,24,Apartment,2,7,63,Full-time
69886,Low,Own,Urban,48,Apartment,1,6,69,Self-employed
66848,Low,Own,Urban,15,Townhouse,2,1,46,Part-time
68924,Low,Own,Urban,24,Single-family home,3,4,66,Full-time
69052,Low,Own,Urban,41,Single-family home,5,7,46,Part-time
69356,Low,Own,Urban,6,Apartment,1,4,70,Full-time
65742,Low,Own,Urban,7,Single-family home,4,7,61,Full-time
70926,Medium,Rent,Rural,2,Townhouse,4,5,33,Full-time
69822,Low,Own,Rural,4,Townhouse,1,1,61,Part-time
67048,Low,Own,Urban,18,Apartment,3,3,64,Full-time
65152,Low,Own,Suburban,6,Townhouse,5,4,27,Full-time
73154,Medium,Own,Urban,49,Apartment,0,5,47,Full-time
2082191,High,Rent,Urban,21,Single-family home,5,3,42,Part-time
67344,Low,Rent,Urban,25,Single-family home,2,5,56,Self-employed
70178,Medium,Own,Urban,49,Apartment,5,4,37,Full-time
4802849,High,Own,Urban,24,Apartment,5,6,22,Full-time
1693554,High,Own,Urban,5,Townhouse,2,4,18,Part-time
72812,Medium,Own,Rural,4,Apartment,0,4,47,Full-time
1020785,High,Rent,Suburban,37,Apartment,0,7,66,Part-time
65334,Low,Own,Suburban,37,Townhouse,4,1,20,Full-time
943070,High,Rent,Suburban,21,Townhouse,0,1,62,Part-time
72346,Medium,Rent,Suburban,30,Townhouse,1,6,31,Full-time
4965363,High,Own,Urban,21,Apartment,4,4,47,Full-time
139297,Medium,Own,Urban,10,Apartment,3,1,67,Part-time
68648,Low,Own,Urban,31,Townhouse,4,5,21,Part-time
65480,Low,Own,Urban,16,Townhouse,5,5,35,Full-time
71044,Medium,Own,Urban,40,Apartment,5,7,54,Part-time
65462,Low,Own,Suburban,21,Single-family home,4,6,42,Full-time
73714,Medium,Own,Rural,15,Single-family home,2,6,65,Part-time
73884,Medium,Rent,Urban,41,Single-family home,0,2,18,Full-time
1736974,High,Own,Urban,14,Single-family home,5,3,70,Full-time
115153,Medium,Own,Suburban,7,Apartment,5,5,63,Self-employed
5747416,High,Rent,Urban,45,Apartment,1,3,32,Full-time
104601,Medium,Rent,Urban,47,Apartment,0,2,26,Part-time
44670,Low,Own,Suburban,50,Single-family home,5,2,32,Self-employed
945788,High,Rent,Suburban,2,Single-family home,2,6,66,Part-time
1483581,High,Own,Urban,12,Single-family home,5,3,41,Part-time
74474,Medium,Own,Suburban,29,Single-family home,0,4,21,Full-time
68286,Low,Rent,Urban,27,Single-family home,1,3,29,Self-employed
73414,Medium,Own,Urban,8,Single-family home,0,5,54,Full-time
70006,Medium,Rent,Urban,11,Apartment,2,3,54,Self-employed
8209367,High,Own,Urban,24,Apartment,1,5,60,Part-time
52807,Low,Rent,Urban,36,Apartment,0,5,23,Part-time
75186,Medium,Own,Rural,20,Single-family home,2,5,56,Full-time
70432,Medium,Own,Urban,50,Apartment,2,4,63,Full-time
95381,Medium,Own,Urban,38,Townhouse,4,4,41,Full-time
67068,Low,Own,Urban,38,Single-family home,5,2,28,Part-time
32596,Low,Rent,Urban,18,Single-family home,1,1,30,Part-time
254554,High,Own,Suburban,7,Apartment,1,4,51,Part-time
75016,Medium,Own,Urban,37,Single-family home,5,7,42,Self-employed
118587,Medium,Rent,Urban,2,Townhouse,0,7,24,Self-employed
71132,Medium,Own,Urban,21,Apartment,4,4,69,Full-time
72932,Medium,Own,Suburban,0,Apartment,1,2,21,Full-time
73500,Medium,Own,Urban,37,Townhouse,2,2,25,Full-time
1590059,High,Own,Urban,18,Townhouse,1,2,37,Self-employed
70608,Medium,Own,Rural,20,Single-family home,4,7,46,Full-time
889536,High,Own,Urban,12,Single-family home,5,3,70,Full-time
67672,Low,Own,Urban,26,Apartment,3,5,68,Part-time
74942,Medium,Rent,Rural,16,Single-family home,5,7,62,Part-time
69368,Low,Rent,Urban,49,Single-family home,2,4,63,Self-employed
32011,Low,Rent,Suburban,19,Apartment,1,6,27,Part-time
71608,Medium,Own,Urban,29,Single-family home,5,5,60,Self-employed
68210,Low,Rent,Urban,37,Single-family home,2,1,51,Full-time
75130,Medium,Own,Urban,10,Single-family home,0,2,43,Self-employed
71674,Medium,Own,Rural,26,Single-family home,2,1,58,Full-time
65884,Low,Rent,Rural,37,Single-family home,1,6,66,Self-employed
69144,Low,Own,Urban,27,Apartment,0,6,20,Self-employed
73634,Medium,Own,Urban,25,Apartment,0,6,23,Part-time
4096888,High,Own,Urban,38,Townhouse,0,7,22,Part-time
113891,Medium,Own,Urban,32,Single-family home,3,2,22,Self-employed
74542,Medium,Rent,Urban,31,Apartment,3,2,64,Full-time
54579,Low,Rent,Suburban,24,Apartment,0,1,40,Part-time
67288,Low,Own,Suburban,23,Apartment,5,5,66,Self-employed
589937,High,Rent,Suburban,39,Townhouse,5,6,26,Part-time
